y,x,snow_thickness,snow_thickness_bin_count,lon,lat,EsEs,EsEs_bin_count,radar_fb,radar_fb_bin_count,snow_depth_01,snow_depth_01_bin_count,sea_ice_thickness_01,sea_ice_thickness_01_bin_count,freeboard_mean_01,freeboard_mean_01_bin_count,mwarren_snow_depth_01,mwarren_snow_depth_01_bin_count,mwarren_sea_ice_thickness_01,mwarren_sea_ice_thickness_01_bin_count,source_icebird_file
1712500.0,-812500.0,0.17192625661375666,3024.0,-154.61787940811828,72.96212695530296,1.768708333333332,3024.0,0.07768680037588703,2981.0,0.15899999999999892,4.0,1.4867285197430533,4.0,0.0888012365432651,4.0,0.2513631426156806,4.0,1.9263025901433366,4.0,P5_205_PAMARCMIP_2017_1704061801_sea-ice_V2.tab
1737500.0,-812500.0,0.22224627349319515,3086.0,-154.93799174420556,72.75717330084855,2.1462090084251444,3086.0,0.07261341594650815,3043.0,0.1667500000000004,4.0,1.4386201886010213,4.0,0.07846256705907884,4.0,0.251137853419209,4.0,1.8402383142876033,4.0,P5_205_PAMARCMIP_2017_1704061801_sea-ice_V2.tab
1762500.0,-812500.0,0.20836911976911965,3465.0,-155.2506335092825,72.55162973143571,2.435618759018759,3465.0,0.12069860402059894,3421.0,0.16600000000000156,3.0,1.7317115876148061,3.0,0.1145491984805318,3.0,0.2509400293913018,3.0,2.135957625613097,3.0,P5_205_PAMARCMIP_2017_1704061801_sea-ice_V2.tab
1787500.0,-812500.0,0.18363444444444438,3600.0,-155.55604521958347,72.34551339641297,2.3075349999999992,3600.0,0.11172681826654328,3559.0,0.1615000000000002,4.0,2.3647094146176073,4.0,0.17080899517149462,4.0,0.20896069628223302,4.0,2.5892835027925685,4.0,P5_205_PAMARCMIP_2017_1704061801_sea-ice_V2.tab
1812500.0,-812500.0,0.20919852289512553,3385.0,-155.85445803957836,72.13884065620758,3.522691285081239,3385.0,0.15186387541480206,3355.0,0.1854444444444457,9.0,2.2391857967782522,9.0,0.16496075573849112,9.0,0.2505395257959372,9.0,2.549196733206221,9.0,P5_205_PAMARCMIP_2017_1704061801_sea-ice_V2.tab
1837500.0,-812500.0,0.23478039215686247,1785.0,-156.1460941794077,71.93162712199886,4.075118207282914,1785.0,0.2417329944543413,1689.0,0.17900000000000205,1.0,1.3179900129100588,1.0,0.034363636363636374,1.0,0.16691387105251465,1.0,1.251160309285524,1.0,P5_205_PAMARCMIP_2017_1704061801_sea-ice_V2.tab
1312500.0,-1437500.0,0.17891645077720206,3088.0,-132.3974377975002,72.49915295600309,2.363238341968914,3088.0,0.15780464310260947,3037.0,0.20433333333333317,3.0,0.5485772404013005,3.0,-0.04818306982871926,3.0,0.28185469822617887,3.0,0.8858604155546649,3.0,P6_217_ICEBIRD_2019_1904071201_sea-ice_V2.tab
1237500.0,-1612500.0,0.08830745341614918,2254.0,-127.50414236027015,71.718304686959,2.074718278615795,2254.0,0.14731243475191957,2118.0,0.12599999999999767,4.0,1.1163822568687465,4.0,0.04377957127295318,4.0,0.1450999396631545,4.0,1.222224750838734,4.0,P6_217_ICEBIRD_2019_1904081301_sea-ice_V2.tab
1262500.0,-1637500.0,0.08597546419098148,1508.0,-127.63194892837782,71.39999658711587,2.4400039787798415,1508.0,0.18298162405352736,1476.0,0.14450000000000784,2.0,1.5613183221831832,2.0,0.07962997159091145,2.0,0.14444739001254447,2.0,1.5610267834464366,2.0,P6_217_ICEBIRD_2019_1904081301_sea-ice_V2.tab
1262500.0,-1612500.0,0.08282580645161315,2170.0,-128.05901657125742,71.57925926353364,2.011202764976958,2170.0,0.16532330719310293,2145.0,0.13500000000000512,2.0,1.0110981916762967,2.0,0.02753491847825984,2.0,0.14470796173702638,2.0,1.0648949522803832,2.0,P6_217_ICEBIRD_2019_1904081301_sea-ice_V2.tab
1237500.0,-1387500.0,0.3006704146170064,2846.0,-131.72951207681643,73.29085074537855,2.5733292340126486,2846.0,0.11454789442433287,2810.0,0.21450000000000102,2.0,0.7139448013369929,2.0,-0.03320511363636314,2.0,0.27324908412444415,2.0,0.9592528555350555,2.0,P6_217_ICEBIRD_2019_1904101401_sea-ice_V2.tab
1262500.0,-1437500.0,0.17608084358523723,569.0,-131.29157184286956,72.80152738152279,3.0516432337434067,569.0,0.20526055057375175,562.0,0.25833333333333525,3.0,1.362152028503715,3.0,-0.007592559523805183,3.0,0.1537548708872123,3.0,0.7813687683384009,3.0,P6_217_ICEBIRD_2019_1904101401_sea-ice_V2.tab
1262500.0,-1412500.0,0.26359302873292517,2123.0,-131.79051368220803,72.97109213406388,2.465764955252,2123.0,0.15805226973034542,2076.0,0.2373333333333297,3.0,0.2736393251161644,3.0,-0.10075778594771141,3.0,0.28386704710585775,3.0,0.47266859495774344,3.0,P6_217_ICEBIRD_2019_1904101401_sea-ice_V2.tab
1337500.0,-1537500.0,0.1511186440677966,2360.0,-131.0206175473218,71.67091527333278,2.053910169491527,2360.0,0.14419041459039325,2167.0,0.10450000000000159,4.0,0.9461093600830282,4.0,0.03836038259994723,4.0,0.14874624849939266,4.0,1.1915670574584851,4.0,P6_217_ICEBIRD_2019_1904101401_sea-ice_V2.tab
