Year,Frequency,Surface Flag,mean,median,std,min,max,iqr
2019,365,Open Water,-9.240765202671591,-7.418260906963354,7.050702822915244,-107.74031416028697,-0.49442623821983034,6.4817306414757
2020,238,Closed Ice,-0.5131616480465688,-0.35983448922277717,0.4909961217775346,-20.554475441917532,0.07214805939128155,0.43400907332110705
2020,238,Mixed,-2.664307887345746,-1.4366150996657723,3.406073915929895,-83.75572783143025,-0.0219576009314153,2.8031078254746262
2020,238,Open Water,-15.37537398829231,-13.211592523193303,8.799759775501938,-126.94196730179375,-1.3970558072925883,9.219943359871593
2020,365,Closed Ice,-0.3045250777842479,-0.20235268655446248,0.332239703899394,-21.435958841003753,0.13153865911948515,0.21941544202789487
2020,365,Mixed,-1.41260963354815,-0.6607751580637853,2.2511859356721478,-76.2961016907197,-0.018366104211565926,1.3989335802543934
2020,365,Open Water,-9.751277132330975,-7.840250962988819,7.273275310770669,-112.38517799034702,-0.6417655959175761,7.237899214211495
2021,238,Closed Ice,-0.5111093268738881,-0.3879440241529295,0.4319920034854854,-13.209487045179515,0.04547218715930512,0.4056947594905722
2021,238,Mixed,-2.539899412871438,-1.376226232913524,3.2707430724068876,-74.23178714304947,-0.03615675196783741,2.5564880853245597
2021,238,Open Water,-15.012436213367623,-12.717158258622277,8.909993064338003,-120.76295882500995,-1.570470481110533,9.211212590781479
2021,365,Closed Ice,-0.29902286736389294,-0.2179484757513137,0.28620685456591827,-7.685275522493015,0.06206313396765495,0.205216502502374
2021,365,Mixed,-1.3380361725064092,-0.6311661993820508,2.1753558618754103,-76.24067028765748,-0.024427512873899104,1.2721497674610305
2021,365,Open Water,-9.505859430795661,-7.461297525503824,7.38598301560841,-101.70036869082642,-0.7242778678198363,6.86230153297511
2022,238,Closed Ice,-0.520006095328979,-0.3859802863169648,0.4671628335497122,-16.899602080491178,0.007087056355203458,0.43841190915543393
2022,238,Mixed,-2.5470466983145426,-1.3604334756701206,3.2896207935165056,-75.60195303530867,-0.02549450949007337,2.605715781804747
2022,238,Open Water,-15.330858365430167,-13.381119689831934,8.59615023654042,-119.20753667153704,-1.1728722731644439,9.18249740776523
2022,365,Closed Ice,-0.30168405093440864,-0.2123230456669205,0.31443263704580493,-12.460863255887034,0.07056318067378697,0.22088228073192795
2022,365,Mixed,-1.3711635815525371,-0.6207514638162763,2.182105088941651,-72.788540286542,-0.020869660608383356,1.3218999109234417
2022,365,Open Water,-9.767671078539301,-7.981370757120686,7.136114928918754,-105.60163640702658,-0.5065736347674203,7.047345384017724
2023,238,Closed Ice,-0.5140099460614146,-0.38167073209174873,0.46281354278349285,-25.69894667405495,0.011159272825267408,0.43779923378818353
2023,238,Mixed,-2.585976327187322,-1.5272510472688907,2.9828189999244694,-59.67050846690097,-0.04660409467169302,2.727346049816461
2023,238,Open Water,-14.847490141862176,-12.537632247017399,8.871060427332875,-127.94163776400609,-1.5657162408548686,8.640083625240294
2023,365,Closed Ice,-0.2979951245697184,-0.2117767971679143,0.29465845764648035,-14.265911145162676,0.07618027847379949,0.2194348989838204
2023,365,Mixed,-1.3701214632283003,-0.7015290029387984,1.9252908710734338,-62.2177352209558,-0.025767511986060754,1.379630334486393
2023,365,Open Water,-9.411386087877865,-7.455203733113166,7.365941965736014,-109.94929347788346,-0.7127281846697713,6.691057629684934
