name,count,oib_file
S3A_SR_2_LAN_SI_20170411T213454_20170411T215135_20230411T185156_1000_016_243______LN3_R_NT_005.SEN3,24,IDCSI4_20170411.txt
S3A_SR_2_LAN_SI_20180407T070512_20180407T071912_20230502T010840_0839_029_377______LN3_R_NT_005.SEN3,24,IDCSI4_20180407.txt
S3B_SR_2_LAN_SI_20190405T194158_20190405T200016_20230407T164454_1097_024_028______LN3_R_NT_005.SEN3,24,IDCSI4_20190406.txt
S3A_SR_2_LAN_SI_20180417T005810_20180417T012504_20230502T151842_1614_030_131______LN3_R_NT_005.SEN3,23,IDCSI4_20180416.txt
S3A_SR_2_LAN_SI_20190422T010546_20190422T013242_20230530T033041_1616_044_017______LN3_R_NT_005.SEN3,22,IDCSI4_20190422.txt
S3A_SR_2_LAN_SI_20170419T043851_20170419T044822_20230412T044623_0571_016_347______LN3_R_NT_005.SEN3,22,IDCSI4_20170419.txt
S3A_SR_2_LAN_SI_20180407T034541_20180407T035608_20230502T004805_0627_029_375______LN3_R_NT_005.SEN3,22,IDCSI4_20180407.txt
S3A_SR_2_LAN_SI_20180403T135751_20180403T141430_20230501T200832_0998_029_324______LN3_R_NT_005.SEN3,22,IDCSI4_20180403.txt
S3B_SR_2_LAN_SI_20190406T191641_20190406T193457_20230407T175856_1096_024_042______LN3_R_NT_005.SEN3,21,IDCSI4_20190406.txt
S3A_SR_2_LAN_SI_20190419T191845_20190419T193702_20230530T003138_1097_043_370______LN3_R_NT_005.SEN3,20,IDCSI4_20190420.txt
S3A_SR_2_LAN_SI_20170407T213828_20170407T215520_20230411T133747_1011_016_186______LN3_R_NT_005.SEN3,19,IDCSI4_20170407.txt
S3B_SR_2_LAN_SI_20190419T132936_20190419T135733_20230408T110040_1677_024_224______LN3_R_NT_005.SEN3,18,IDCSI4_20190420.txt
S3A_SR_2_LAN_SI_20170405T121749_20170405T123846_20230411T102139_1256_016_152______LN3_R_NT_005.SEN3,18,IDCSI4_20170405.txt
S3A_SR_2_LAN_SI_20170418T200923_20170418T202728_20230412T042111_1084_016_342______LN3_R_NT_005.SEN3,18,IDCSI4_20170419.txt
S3A_SR_2_LAN_SI_20170311T213824_20170311T215515_20230410T011448_1011_015_186______LN3_R_NT_005.SEN3,18,IDCSI4_20170311.txt
S3B_SR_2_LAN_SI_20190405T212547_20190405T214211_20230407T171123_0983_024_029______LN3_R_NT_005.SEN3,18,IDCSI4_20190406.txt
S3A_SR_2_LAN_SI_20170406T184504_20170406T185523_20230411T114550_0618_016_170______LN3_R_NT_005.SEN3,17,IDCSI4_20170407.txt
S3A_SR_2_LAN_SI_20190406T213837_20190406T215529_20230529T091247_1011_043_186______LN3_R_NT_005.SEN3,17,IDCSI4_20190406.txt
S3A_SR_2_LAN_SI_20180414T054620_20180414T055450_20230502T101825_0510_030_091______LN3_R_NT_005.SEN3,16,IDCSI4_20180414.txt
S3A_SR_2_LAN_SI_20170402T202418_20170402T204241_20230411T064548_1103_016_114______LN3_R_NT_005.SEN3,15,IDCSI4_20170403.txt
S3A_SR_2_LAN_SI_20190405T184513_20190405T185532_20230529T073946_0618_043_170______LN3_R_NT_005.SEN3,14,IDCSI4_20190406.txt
S3A_SR_2_LAN_SI_20190420T015813_20190420T022610_20230530T003826_1677_043_374______LN3_R_NT_005.SEN3,12,IDCSI4_20190419.txt
S3A_SR_2_LAN_SI_20170411T231452_20170411T233208_20230411T192337_1036_016_244______LN3_R_NT_005.SEN3,12,IDCSI4_20170411.txt
S3A_SR_2_LAN_SI_20180416T232211_20180416T233940_20230502T143818_1048_030_130______LN3_R_NT_005.SEN3,9,IDCSI4_20180416.txt
