ice_draft_01_mean,ice_draft_01_median,ice_draft_01_std,ice_draft_01_min,ice_draft_01_max,ice_draft_01_count,ice_draft_mwarren_01_mean,ice_draft_mwarren_01_median,ice_draft_mwarren_01_std,ice_draft_mwarren_01_min,ice_draft_mwarren_01_max,ice_draft_mwarren_01_count,mooring,date,ow_count_01,fyi_count_01,myi_count_01,ambiguous_count_01,ow_fraction_01,fyi_fraction_01,myi_fraction_01,ambiguous_fraction_01,mean_draft,median_draft,std_draft,min_draft,max_draft,n_draft,mean_draft_rolling_mean,ice_draft_01_mean_rolling_mean,ice_draft_mwarren_01_mean_rolling_mean,ow_fraction_01_rolling_mean,fyi_fraction_01_rolling_mean,myi_fraction_01_rolling_mean,ambiguous_fraction_01_rolling_mean,Year-Month,Month,month,month_of_season
,,,,,2.0,,,,,,2.0,b,2016-10-31,,,,,,,,,0.4318827042605646,0.29,0.4754232333309843,0.01,5.05,86397.0,0.4318827042605646,,,,,,,2016-10,Oct,10,1
,,,,,1.0,,,,,,1.0,b,2019-10-01,,,,,,,,,0.3172138888888889,0.18,0.3902939813271726,0.07,3.36,86400.0,0.3172138888888889,,,,,,,2019-10,Oct,10,1
,,,,,2.0,,,,,,2.0,b,2019-10-04,,,,,,,,,0.3171261200768714,0.16,0.4192911829809567,0.01,4.27,86378.0,0.22846884320373279,,,,,,,2019-10,Oct,10,1
,,,,,4.0,,,,,,4.0,b,2019-10-05,,,,,,,,,0.1398115663305942,0.09,0.189495271103209,0.01,2.61,51477.0,0.22846884320373279,,,,,,,2019-10,Oct,10,1
1.0714475361061369,1.1538341006673598,0.21537848337025245,0.7574689194351591,1.3933200561321744,13.0,0.9239260347526101,0.9430147273383939,0.19391868843085133,0.5880085745350281,1.2385480780398288,13.0,b,2019-10-08,0.0,10.0,1.0,2.0,0.0,0.7692307692307693,0.07692307692307693,0.15384615384615385,0.2844430883712112,0.21,0.3953808913686509,0.01,5.79,84394.0,0.24987218461360944,1.0714475361061369,0.9239260347526101,0.0,0.7692307692307693,0.07692307692307693,0.15384615384615385,2019-10,Oct,10,1
,,,,,4.0,,,,,,4.0,b,2019-10-10,,,,,,,,,0.2153012808560077,0.15,0.2899309215626476,0.01,3.85,69719.0,0.23541607523697736,1.0179300203562014,0.8388557041601498,0.0,0.8846153846153846,0.038461538461538464,0.07692307692307693,2019-10,Oct,10,1
,,,,,4.0,,,,,,4.0,b,2018-10-26,,,,,,,,,0.3212837037037036,0.17,0.4342018406766323,0.03,3.32,27000.0,0.23704873276340666,0.6087821983060245,0.6342450011514797,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
0.6087821983060245,0.65418175534873,0.28119500078514953,0.12250547016596013,1.0811914676846637,22.0,0.6342450011514797,0.7536082706538825,0.2607847944580126,0.11538520299403354,0.9224751267319928,22.0,b,2018-10-27,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1528137618231097,0.15,0.2334184411041139,0.01,4.29,72316.0,0.2368261481038172,0.6501608075665364,0.7146287371293447,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
0.5832065819660984,0.6386303790794446,0.2548525041353027,0.08443350710100822,0.8688462555088599,11.0,0.5882200863722966,0.6541894354957172,0.19877108775137725,0.16564713958824553,0.7979336352701176,11.0,a,2018-10-28,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2851329495614035,0.25,0.1095729582458179,0.21,1.31,7296.0,0.2625659231681544,0.429022489632536,0.4230365504621995,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
0.2748383972989736,0.247416676587265,0.14568020018187752,0.03315172800947671,0.48836707060471657,11.0,0.2578530145521024,0.20751307382992007,0.1260455666694856,0.07398556346737045,0.43053280871231286,9.0,a,2018-10-29,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2399988967749053,0.23,0.1258236594166068,0.03,2.17,54386.0,0.24583773726058747,0.429022489632536,0.4230365504621995,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
0.6915394168270483,0.6953317101344317,0.17452507367313433,0.4196196758831233,1.0110327844869311,9.0,0.7950124731072097,0.8132592937405794,0.18800308054177556,0.5313159563758606,1.14371269159021,9.0,b,2018-10-29,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2363809787846383,0.18,0.2382506285312037,0.01,3.29,75747.0,0.2147297176158297,0.6712527181692798,0.7083082275869654,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
,,,,,1.0,,,,,,1.0,d,2018-10-29,,,,,,,,,0.2808222948362086,0.22,0.3541546293244929,0.01,6.32,85383.0,0.2808222948362086,,,,,,,2018-10,Oct,10,1
0.8209358309214403,0.8244352445161218,0.07662441602256984,0.6788184511056262,0.9165071648426049,8.0,0.8771637484839662,0.8655074446909383,0.11183208712575933,0.7515235929008375,1.0466747764648452,8.0,b,2018-10-30,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2274272845363153,0.18,0.2449393858362285,0.01,3.18,70824.0,0.23536836954673637,0.6920762247903648,0.7329959697321273,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
,,,,,3.0,,,,,,3.0,a,2018-10-31,,,,,,,,,0.2123813654454536,0.21,0.057384886653275,0.04,1.1,39196.0,0.35493166958804584,0.43334210960121317,0.38687172232787814,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
0.5637534266226061,0.5185458075188168,0.32080592369249644,0.1930050221457631,1.0334028237805324,8.0,0.526811687605206,0.4878632799141509,0.29529817555573906,0.1798353033042521,0.9628505022861125,8.0,b,2018-10-31,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2422968453192555,0.17,0.3229221904451504,0.01,4.27,85809.0,0.23210723456036592,0.7183532676548996,0.7679237737517762,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
,,,,,3.0,,,,,,3.0,b,2021-10-01,,,,,,,,,0.2090277794119378,0.11,0.3836458600887104,0.01,4.56,84991.0,0.2090277794119378,,,,,,,2021-10,Oct,10,1
,,,,,2.0,,,,,,2.0,b,2021-10-10,,,,,,,,,0.2484644272897976,0.16,0.2961463211891506,0.01,3.46,86274.0,0.3033644595144031,,,,,,,2021-10,Oct,10,1
,,,,,2.0,,,,,,2.0,b,2021-10-12,,,,,,,,,0.3582644917390086,0.21,0.4954906356163349,0.01,8.12,85704.0,0.3864741033899506,,,,,,,2021-10,Oct,10,1
,,,,,1.0,,,,,,1.0,b,2021-10-14,,,,,,,,,0.5526933911410454,0.21,0.8182350345493075,0.01,4.58,86263.0,0.4312648537921932,,,,,,,2021-10,Oct,10,1
,,,,,4.0,,,,,,4.0,b,2021-10-15,,,,,,,,,0.4406707119366344,0.24,0.5504048688777646,0.01,5.93,86356.0,0.45559830780992144,,,,,,,2021-10,Oct,10,1
,,,,,4.0,,,,,,4.0,a,2021-10-16,,,,,,,,,0.9872509867926056,0.27,1.3169267798546989,0.01,11.15,86391.0,0.9872509867926056,,,,,,,2021-10,Oct,10,1
,,,,,3.0,,,,,,3.0,b,2021-10-16,,,,,,,,,0.3734308203520844,0.25,0.4020560556035735,0.01,4.84,84866.0,0.45559830780992144,,,,,,,2021-10,Oct,10,1
,,,,,4.0,,,,,,3.0,d,2021-10-17,,,,,,,,,0.3520278290765067,0.24,0.5820796722200899,0.01,9.07,86097.0,0.3520278290765067,,,,,,,2021-10,Oct,10,1
0.7912320628093793,0.8085565303623459,0.19314924616558907,0.5526346597751755,1.043188494120521,8.0,0.8663945887377481,0.8650136920257653,0.18464368644762022,0.6521769042065988,1.1294180414946575,8.0,b,2021-10-19,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3233156557415264,0.26,0.2599983748197805,0.01,3.78,85796.0,0.3799221572378635,0.748795356638951,0.8113436696385665,0.0,1.0,0.0,0.0,2021-10,Oct,10,1
0.7063586504685228,0.71745956311437,0.07518175251805154,0.5877887929586219,0.8585881371576227,16.0,0.7562927505393848,0.7521714400152477,0.0847955948384999,0.5794653109053961,0.8963242691471096,16.0,b,2021-10-21,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4365286587342006,0.3,0.4525265788128012,0.01,4.35,86396.0,0.5134444203463991,0.748795356638951,0.8113436696385665,0.0,1.0,0.0,0.0,2021-10,Oct,10,1
0.7095577051222253,0.7638913452911621,0.24552902399355422,0.26962574110025717,0.947114287671302,9.0,0.5324115315444484,0.5807181637856601,0.2118354284874257,0.03394350668306645,0.7791026600046587,9.0,d,2021-10-21,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4517738292606743,0.26,0.5822185993872324,0.01,6.68,83238.0,0.30019108767781033,0.7339831299507769,0.5297269394573686,0.0,1.0,0.0,0.0,2021-10,Oct,10,1
,,,,,2.0,,,,,,2.0,a,2021-10-22,,,,,,,,,1.1959586277974086,0.41,1.3855068383981624,0.01,9.15,67920.0,1.1959586277974086,,,,,,,2021-10,Oct,10,1
,,,,,1.0,,,,,,1.0,b,2021-10-23,,,,,,,,,0.7804889465634703,0.37,0.8600844938759845,0.01,7.31,86308.0,0.5709168486656596,1.0257974259389202,0.998064473965063,0.0,1.0,0.0,0.0,2021-10,Oct,10,1
0.7584085547793286,0.7318859960878641,0.28614032020670066,0.40237747497538995,1.2674229852629857,9.0,0.5270423473702888,0.4449194006710656,0.23745195202891625,0.303417283096118,1.0218461323775787,9.0,d,2021-10-23,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1486083460949464,0.13,0.0658911178931919,0.01,0.33,5224.0,0.30019108767781033,0.8498140447008176,0.6140528550238363,0.0,0.7222222222222222,0.0,0.2777777777777778,2021-10,Oct,10,1
1.3107151249833926,1.335396277239773,0.1543112203456021,1.0410508061844472,1.51849183976391,11.0,1.198171647325266,1.2216828369705568,0.1114622969300116,0.9809267361300609,1.329024847575689,11.0,b,2021-10-24,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5177431459178116,0.34,0.5670922285063071,0.01,6.48,82615.0,0.5446320736159802,1.1855168136741188,1.1189503356779023,0.0,1.0,0.0,0.0,2021-10,Oct,10,1
1.060318502364845,1.005973192921858,0.33065949462721533,0.6657504919172833,1.596854293351429,16.0,1.0397290240305381,1.0769539206403507,0.27007037478606494,0.6183047444287791,1.4377772656405048,16.0,b,2021-10-25,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.548906643447156,0.34,0.5311923378788991,0.01,6.07,84986.0,0.5446320736159802,1.1855168136741188,1.1189503356779023,0.0,1.0,0.0,0.0,2021-10,Oct,10,1
0.713126599945672,0.6826473316389655,0.20981527489464274,0.4153866931215698,1.1233346645963385,13.0,0.727992597990198,0.694165915499956,0.12850668292313625,0.5542419957001443,0.9610975193188422,13.0,b,2019-10-22,0.0,7.0,3.0,3.0,0.0,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.5829573865214734,0.51,0.2589737023406525,0.3,4.96,17999.0,0.6762621884095511,0.9171500721591879,0.9351949087213045,0.0,0.517948717948718,0.2205128205128205,0.26153846153846155,2019-10,Oct,10,1
0.8893051514827053,0.9269983236582408,0.24851946042612072,0.4704545386138932,1.2892785970773808,13.0,0.9414424056235977,0.918485892515262,0.14539149268471402,0.7359557998691966,1.1987390837048044,13.0,b,2019-10-23,0.0,8.0,3.0,2.0,0.0,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.8329285365456618,0.77,0.3014125659203137,0.34,3.03,67573.0,0.581817349979437,0.8318584415394943,0.8592438298987565,0.0,0.5551282051282052,0.16538461538461538,0.2794871794871795,2019-10,Oct,10,1
0.3676486196066583,0.34289975331726424,0.0637783853449456,0.29479733150808046,0.436904509190986,5.0,0.4423302790624694,0.3341488476426891,0.16137698323921687,0.3170869604491091,0.6198931236996144,5.0,d,2019-10-23,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4205577484589596,0.39,0.1955262884469706,0.14,2.63,36988.0,0.3955796675944858,0.3676486196066583,0.4423302790624694,0.0,1.0,0.0,0.0,2019-10,Oct,10,1
0.5759835496804137,0.6309191308735795,0.2213552265685383,0.25401377051605545,0.807671585541602,6.0,0.6313905934311125,0.6304887390987058,0.13215068919370765,0.476715071339011,0.7876700089288912,6.0,b,2019-10-25,0.0,4.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.2984828346890942,0.08,0.2802851301433602,0.01,1.88,36265.0,0.656035765028669,0.7813378748762282,0.7943221703440887,0.0,0.8205128205128205,0.057692307692307696,0.12179487179487179,2019-10,Oct,10,1
,,,,,4.0,,,,,,4.0,d,2019-10-25,,,,,,,,,0.370601586730012,0.27,0.3647420004360595,0.01,4.03,86089.0,0.34479404588760826,0.3676486196066583,0.4423302790624694,0.0,1.0,0.0,0.0,2019-10,Oct,10,1
0.7645290189778685,0.8137040914723312,0.4555573172941722,0.2636040790102803,1.2182437418336003,6.0,0.7037949079169852,0.9395543565612776,0.5004035310208264,0.03319671710504325,1.1183061557812368,5.0,b,2019-10-26,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7055885781571977,0.64,0.3210869932710766,0.23,4.15,84925.0,0.59438498478967,0.7453487826740691,0.7452820919175857,0.0,0.8888888888888888,0.0,0.1111111111111111,2019-10,Oct,10,1
0.8955337793639251,0.8550012915585075,0.3582594924391983,0.20375929339827079,1.6468385085902613,21.0,0.9006607744046594,0.9210462285142167,0.4027298922279692,0.08144011532462825,1.6245827566520084,21.0,b,2019-10-27,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7871431107227221,0.74,0.3136729503316187,0.25,5.7,73237.0,0.59438498478967,0.7453487826740691,0.7452820919175857,0.0,0.8888888888888888,0.0,0.1111111111111111,2019-10,Oct,10,1
,,,,,3.0,,,,,,3.0,d,2019-10-27,,,,,,,,,0.2432228024738533,0.22,0.1327848511175144,0.05,1.75,70659.0,0.3100709897883404,,,,,,,2019-10,Oct,10,1
,,,,,2.0,,,,,,2.0,b,2019-10-28,,,,,,,,,0.5863254155896657,0.51,0.4132156619566625,0.03,5.28,81631.0,0.628155773212102,0.8325039406808994,0.8430586351304997,0.0,1.0,0.0,0.0,2019-10,Oct,10,1
,,,,,3.0,,,,,,3.0,d,2019-10-28,,,,,,,,,0.3163885801611559,0.28,0.2354446027603665,0.01,3.79,86376.0,0.27980569131750455,,,,,,,2019-10,Oct,10,1
0.8374490237009043,0.9112346193612704,0.5827251426464445,0.0929240364750101,1.7402437655012595,7.0,0.9247202230698542,0.7812794586961901,0.40947889219058636,0.6060317380857231,1.5819557865674299,5.0,b,2019-10-30,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4335659883788226,0.32,0.3923540803062693,0.01,5.92,86394.0,0.4512572018208055,0.8740471006920719,0.9001904394872643,0.0,1.0,0.0,0.0,2019-10,Oct,10,1
,,,,,3.0,,,,,,3.0,b,2022-10-03,,,,,,,,,0.1962397201423837,0.11,0.2949029456531302,0.01,2.86,16294.0,0.1962397201423837,,,,,,,2022-10,Oct,10,1
0.33795401307149797,0.3800193724135335,0.12503259785043522,0.09901790342484042,0.4521830765254174,6.0,0.16097327936197234,0.16700574182885075,0.04817279648139184,0.08982742107347474,0.21815816208179256,5.0,d,2022-10-03,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4284201985041629,0.17,0.5915286741936572,0.01,3.58,85036.0,0.4284201985041629,0.33795401307149797,0.16097327936197234,0.0,1.0,0.0,0.0,2022-10,Oct,10,1
0.895557576256169,1.0872482548368096,0.4880758569826664,0.017321830974498645,1.4103236152071619,13.0,0.8823816152093075,1.0303940691672742,0.4980456195862971,0.018478714942257366,1.4197938682452445,13.0,d,2022-10-07,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4867748469769695,0.23,0.5812097092157644,0.01,5.82,68127.0,0.4867748469769695,0.895557576256169,0.8823816152093075,0.0,1.0,0.0,0.0,2022-10,Oct,10,1
,,,,,3.0,,,,,,1.0,d,2022-10-13,,,,,,,,,0.3435090004186241,0.18,0.4688835029449252,0.01,8.63,85996.0,0.3435090004186241,,,,,,,2022-10,Oct,10,1
1.5436435590848498,1.5740349765706378,0.23007623701202634,0.9804687682998718,1.8799018188273904,15.0,1.188745070026488,1.1811355762590243,0.21160269674188084,0.7160877579509831,1.5421629811958169,15.0,d,2021-10-27,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.3125597166428744,0.9857248780916299,0.0,0.5833333333333335,0.0,0.4166666666666667,2021-10,Oct,10,1
,,,,,2.0,,,,,,2.0,a,2021-10-28,,,,,,,,,0.6511779071517031,0.33,0.7855061948999889,0.02,6.68,86399.0,0.8050251819158104,1.1744725595409207,1.0141575793173856,0.0,0.4,0.6,0.0,2021-10,Oct,10,1
1.0289808860967724,1.084814734743999,0.1935339390818132,0.7525822044967201,1.2486700268955706,7.0,1.0793696093184109,1.0937604277250843,0.11302203464812378,0.9108712903168634,1.2020859936376163,7.0,b,2021-10-28,0.0,1.0,5.0,1.0,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.4892484710999896,0.36,0.5799457701155191,0.01,6.33,85519.0,0.5157720197044127,0.836554557351345,0.905634619124111,0.0,0.6233766233766234,0.2987012987012987,0.07792207792207792,2021-10,Oct,10,1
0.7234615988175356,0.8309601193081039,0.2896910951057,0.11364340444480367,0.945090737771594,7.0,0.7684466448869776,0.7577604917616272,0.04394863341180923,0.7251869122149212,0.8339150873713194,6.0,b,2021-10-29,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7524582770596179,0.44,0.7717088445055814,0.01,5.99,82928.0,0.5720047607056385,0.836554557351345,0.905634619124111,0.0,0.6233766233766234,0.2987012987012987,0.07792207792207792,2021-10,Oct,10,1
,,,,,2.0,,,,,,2.0,a,2021-10-30,,,,,,,,,1.0284680286645909,0.41,1.1420758625116452,0.01,6.66,54283.0,1.0398498651381403,1.0922719116361141,1.0519588955537746,0.0,0.6666666666666667,0.0,0.3333333333333333,2021-10,Oct,10,1
0.7572211871397269,0.7540443041860084,0.1544356135629459,0.5623435208440225,0.9922396768217931,11.0,0.8690876031669447,0.8755579544903551,0.09469358507012146,0.7109494814593856,1.0687927905194814,11.0,b,2021-10-30,0.0,8.0,2.0,1.0,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.4899917721225606,0.36,0.5285857420286202,0.01,4.07,86292.0,0.5720047607056385,0.836554557351345,0.905634619124111,0.0,0.6233766233766234,0.2987012987012987,0.07792207792207792,2021-10,Oct,10,1
0.6756907673991925,0.7502053282774318,0.288895797834842,0.1208564743081061,0.9412573475334481,6.0,0.5041801049318992,0.5569039658648036,0.15031570705042088,0.3419834281583181,0.6976061474794167,5.0,d,2021-10-30,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.5935093873320844,0.9596746988370688,0.7038585741855692,0.0,0.7142857142857143,0.0,0.2857142857142857,2021-10,Oct,10,1
1.082862130567411,1.1033818042964045,0.12046008548515394,0.8481891881669434,1.2520320219981587,10.0,0.9685166903286095,1.0036393766561378,0.10891565510183338,0.8314516843804287,1.1041755468582748,10.0,a,2021-10-31,0.0,5.0,0.0,5.0,0.0,0.5,0.0,0.5,1.197500812027284,0.63,1.2576636877642071,0.01,9.76,86204.0,1.1694071844669527,1.0922719116361141,1.0519588955537746,0.0,0.6666666666666667,0.0,0.3333333333333333,2021-10,Oct,10,1
,,,,,4.0,,,,,,4.0,b,2021-10-31,,,,,,,,,0.5563205225403861,0.36,0.58221581639859,0.01,5.25,85735.0,0.5606715613154484,0.7483821316066268,0.8337302431217193,0.0,0.9090909090909092,0.06060606060606061,0.030303030303030304,2021-10,Oct,10,1
1.243658630274945,1.2510850496538468,0.1845153195876597,0.9157514539075272,1.4425110628659341,7.0,0.903537043439239,0.9144360184395084,0.15500305051044475,0.6613371638694985,1.1026227129292565,7.0,d,2021-10-31,0.0,3.0,0.0,4.0,0.0,0.42857142857142855,0.0,0.5714285714285714,0.5935093873320844,0.29,0.7287439631039184,0.01,5.79,75261.0,0.5935093873320844,0.9596746988370688,0.7038585741855692,0.0,0.7142857142857143,0.0,0.2857142857142857,2021-10,Oct,10,1
0.7128440579389008,0.7502817160254911,0.23517179391282964,0.1479649912907532,1.0793023571526064,20.0,0.8115737440230308,0.8247453225506367,0.23723013056812506,0.20128001074323923,1.1468388710608557,20.0,b,2018-10-23,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2057973320279035,0.17,0.19396657120586,0.04,2.77,49026.0,0.2057973320279035,0.7128440579389008,0.8115737440230308,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
0.7344871918056011,0.6862564906957003,0.11965799379256792,0.6515433278855459,0.9448711131319727,5.0,0.7372716207629055,0.775095751101176,0.11023454557404282,0.546614501916774,0.8313130854589965,5.0,d,2018-10-23,0.0,1.0,3.0,1.0,0.0,0.2,0.6,0.2,0.3348889969210825,0.28,0.2591892862379255,0.01,3.22,86394.0,0.32505427476542936,0.5145627581899616,0.5756670202251323,0.0,0.6,0.3,0.1,2018-10,Oct,10,1
0.33192765732956037,0.3708782037463564,0.11766451413674395,0.1310941994371627,0.5158403396763357,15.0,0.569833301032022,0.6044861732037601,0.08597825546697711,0.4412974697303486,0.6940419541533582,15.0,a,2018-10-25,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3253186663642549,0.27,0.2990074661626393,0.02,4.86,52908.0,0.3253186663642549,0.33192765732956037,0.569833301032022,0.0,1.0,0.0,0.0,2018-10,Oct,10,1
0.2946383245743221,0.2672239888948519,0.15610118108074464,0.14904817916202512,0.5592877698699243,6.0,0.4140624196873591,0.3636738497314175,0.25093588962601027,0.17790094344165522,0.8337819066272891,6.0,d,2018-10-25,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3152195526097763,0.24,0.3784773164249898,0.01,5.33,85697.0,0.32505427476542936,0.5145627581899616,0.5756670202251323,0.0,0.6,0.3,0.1,2018-10,Oct,10,1
,,,,,3.0,,,,,,3.0,b,2022-10-16,,,,,,,,,0.2455533045372882,0.21,0.1905781885976312,0.01,1.37,78483.0,0.2455533045372882,,,,,,,2022-10,Oct,10,1
,,,,,2.0,,,,,,2.0,d,2022-10-16,,,,,,,,,0.7166925501831163,0.45,0.7201015700741914,0.01,6.3,86284.0,0.5984039075637436,,,,,,,2022-10,Oct,10,1
,,,,,3.0,,,,,,3.0,a,2022-10-17,,,,,,,,,0.5180015648510382,0.4,0.7924252328861294,0.01,13.14,83075.0,0.5180015648510382,,,,,,,2022-10,Oct,10,1
,,,,,3.0,,,,,,2.0,d,2022-10-17,,,,,,,,,0.480115264944371,0.2,0.784096085749663,0.01,14.55,84848.0,0.5984039075637436,,,,,,,2022-10,Oct,10,1
0.5083107433012638,0.5463829005623824,0.1706404888491436,0.28608953328977926,0.6691117495737018,6.0,0.5025933350141107,0.6246169708976557,0.21828841793828033,0.24549732269693592,0.6992185243811684,5.0,d,2022-10-20,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4634294752512095,0.24,0.6235231611630947,0.01,8.37,85984.0,0.6451588355281891,0.7635373575999485,0.6322568372844377,0.0,1.0,0.0,0.0,2022-10,Oct,10,1
,,,,,1.0,,,,,,1.0,b,2022-10-21,,,,,,,,,0.3746605710842257,0.36,0.2782500598059779,0.01,3.67,86292.0,0.3746605710842257,,,,,,,2022-10,Oct,10,1
