snow_source,ice_type,year,month,year-month,region,variable,min,max,mean,median,std,dyn_range
s3,fyi,2021,10,2021-10-15 12:00:00,0.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,1.0,snow_depth,0.002000000000000668,0.17450000000000188,0.08149015103315747,0.08155000000000139,0.02644332411860058,0.11395000000000077
s3,fyi,2021,10,2021-10-15 12:00:00,1.0,sea_ice_thickness,-0.4529711099232827,2.226846463630813,0.7284183706294148,0.7643124447198393,0.3416554300541799,1.3919252535913138
s3,fyi,2021,10,2021-10-15 12:00:00,2.0,snow_depth,0.03499999999999659,0.2187499999999929,0.10024576784930143,0.08883928571428765,0.03581359171737832,0.151045000000001
s3,fyi,2021,10,2021-10-15 12:00:00,2.0,sea_ice_thickness,-0.42799854208328725,1.9388340229155006,0.855077725452676,0.8547305812472165,0.3697960541437655,1.6423288416073247
s3,fyi,2021,10,2021-10-15 12:00:00,3.0,snow_depth,0.008000000000009777,0.1735000000000042,0.07487500000000052,0.0740999999999995,0.030855691233872478,0.13510999999998743
s3,fyi,2021,10,2021-10-15 12:00:00,3.0,sea_ice_thickness,-0.42155262051164755,1.4630687920371201,0.7334734552361779,0.7877179708056066,0.4067042625699471,1.690204435168789
s3,fyi,2021,10,2021-10-15 12:00:00,4.0,snow_depth,0.01099999999999568,0.22100000000000364,0.06951472071617718,0.06850000000000023,0.03190376843759437,0.14022400000000032
s3,fyi,2021,10,2021-10-15 12:00:00,4.0,sea_ice_thickness,-0.48075135987005524,2.596642281536333,0.7055649499399854,0.6914875379686691,0.38653316871876475,1.6779119442852592
s3,fyi,2021,10,2021-10-15 12:00:00,5.0,snow_depth,0.018000000000000682,0.1609999999999996,0.07106365690612942,0.06537500000000263,0.027681031402211717,0.12322500000000325
s3,fyi,2021,10,2021-10-15 12:00:00,5.0,sea_ice_thickness,-0.3103190963209528,1.8940524864354313,0.6562077151844168,0.678231880023489,0.4176838675881752,1.7658424967726336
s3,fyi,2021,10,2021-10-15 12:00:00,6.0,snow_depth,0.007999999999999119,0.1795,0.0652486772486773,0.06233333333333313,0.03696804339139882,0.13219333333333316
s3,fyi,2021,10,2021-10-15 12:00:00,6.0,sea_ice_thickness,-0.2150444501369909,1.2464215905440668,0.32366242223326464,0.2337599129243415,0.345502679455803,1.3198965181097282
s3,fyi,2021,10,2021-10-15 12:00:00,7.0,snow_depth,0.06299999999999943,0.07600000000000051,0.06949999999999998,0.06949999999999998,0.00650000000000054,0.012480000000001032
s3,fyi,2021,10,2021-10-15 12:00:00,7.0,sea_ice_thickness,0.7985523781024687,1.189992466990816,0.9942724225466424,0.9942724225466424,0.19572004444417362,0.37578248533281333
s3,fyi,2021,10,2021-10-15 12:00:00,8.0,snow_depth,0.0326666666666667,0.219,0.10233385185185188,0.10100000000000002,0.03852941922507623,0.15503999999999984
s3,fyi,2021,10,2021-10-15 12:00:00,8.0,sea_ice_thickness,-0.32729215534251566,3.0818191283509853,1.0373702937433693,0.9504086624906777,0.618486578966837,2.6831217718080387
s3,fyi,2021,10,2021-10-15 12:00:00,9.0,snow_depth,0.0470000000000006,0.1639999999999997,0.10429292929292927,0.09959999999999995,0.03068388508646805,0.10665818181818092
s3,fyi,2021,10,2021-10-15 12:00:00,9.0,sea_ice_thickness,-0.14575794908657258,1.278850120039138,0.6973865842391725,0.7790974754874043,0.4186521076802289,1.3088072470938295
s3,fyi,2021,10,2021-10-15 12:00:00,10.0,snow_depth,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,10.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,11.0,snow_depth,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,11.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,12.0,snow_depth,0.041999999999999926,0.2250000000000001,0.1321224074074072,0.13249999999999984,0.042931618101169404,0.16628000000000254
s3,fyi,2021,10,2021-10-15 12:00:00,12.0,sea_ice_thickness,-0.4219589580866341,1.447586491053744,0.6555853883382641,0.6629147762077032,0.37907337799454777,1.5627274746501467
s3,fyi,2021,10,2021-10-15 12:00:00,13.0,snow_depth,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,13.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,14.0,snow_depth,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,14.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,15.0,snow_depth,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,15.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,16.0,snow_depth,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,16.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,17.0,snow_depth,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,17.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,18.0,snow_depth,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,18.0,sea_ice_thickness,,,,,,
s3,fyi,2021,10,2021-10-15 12:00:00,100.0,snow_depth,0.002000000000000668,0.2250000000000001,0.08243360776259455,0.07950000000001012,0.03514085928350382,0.15322000000000888
s3,fyi,2021,10,2021-10-15 12:00:00,100.0,sea_ice_thickness,-0.48075135987005524,3.0818191283509853,0.7384529512527276,0.7489909335003924,0.41073842497109714,1.7552326909831142
s3,myi,2021,10,2021-10-15 12:00:00,0.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,0.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,1.0,snow_depth,0.10599999999999454,0.3081400000000003,0.24034728890160267,0.24550997150997167,0.033469128855850565,0.1293412465202623
s3,myi,2021,10,2021-10-15 12:00:00,1.0,sea_ice_thickness,0.031799371041245195,2.2424437907494856,1.4157216536866364,1.4481215982142799,0.3392074215139675,1.3662994141272184
s3,myi,2021,10,2021-10-15 12:00:00,2.0,snow_depth,0.10400000000000394,0.23300000000000567,0.18713797371820207,0.1919999999999978,0.025986840546045047,0.10870142857143004
s3,myi,2021,10,2021-10-15 12:00:00,2.0,sea_ice_thickness,-0.09012500357709996,1.4192761463877364,0.704465630881938,0.7011458562602759,0.3564956339450676,1.3564792303471864
s3,myi,2021,10,2021-10-15 12:00:00,3.0,snow_depth,0.10099999999999909,0.1419999999999959,0.1214999999999975,0.1214999999999975,0.02049999999999841,0.03935999999999695
s3,myi,2021,10,2021-10-15 12:00:00,3.0,sea_ice_thickness,0.6775858563100883,0.8882703163196766,0.7829280863148824,0.7829280863148824,0.10534223000479415,0.20225708160920486
s3,myi,2021,10,2021-10-15 12:00:00,4.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,4.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,5.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,5.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,6.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,6.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,7.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,7.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,8.0,snow_depth,0.10200000000000009,0.1950555555555557,0.16519348281577384,0.16874999999999996,0.023700113825481397,0.08149444444444456
s3,myi,2021,10,2021-10-15 12:00:00,8.0,sea_ice_thickness,0.26909348216853335,1.0826683388477,0.7763892279974329,0.8487836735342537,0.25859810774557257,0.7869248851871817
s3,myi,2021,10,2021-10-15 12:00:00,9.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,9.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,10.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,10.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,11.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,11.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,12.0,snow_depth,0.08599999999999852,0.2715000000000005,0.21088314204568803,0.2173684210526317,0.03604489913904462,0.1300511111111125
s3,myi,2021,10,2021-10-15 12:00:00,12.0,sea_ice_thickness,-0.3978263289958477,2.201350056428778,0.7950145530188408,0.7425756441426449,0.41036019501440046,1.721228278950622
s3,myi,2021,10,2021-10-15 12:00:00,13.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,13.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,14.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,14.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,15.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,15.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,16.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,16.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,17.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,17.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,18.0,snow_depth,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,18.0,sea_ice_thickness,,,,,,
s3,myi,2021,10,2021-10-15 12:00:00,100.0,snow_depth,0.08599999999999852,0.3081400000000003,0.23200922566336504,0.2408205128205123,0.03794394547822745,0.1498703055848263
s3,myi,2021,10,2021-10-15 12:00:00,100.0,sea_ice_thickness,-0.3978263289958477,2.2424437907494856,1.2871241843306085,1.3540171349027115,0.43451339767176894,1.7165980015541202
mwarren,all,2021,10,2021-10-15 12:00:00,0.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,0.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,1.0,snow_depth,0.029082733319821585,0.2885125504196955,0.16198768686201295,0.17194309206966418,0.05706068713671446,0.23239307159990724
mwarren,all,2021,10,2021-10-15 12:00:00,1.0,sea_ice_thickness,-0.46701339973310496,2.6556438675387994,1.0350285993824453,1.0221897371456108,0.34139682858689113,1.4841237561110505
mwarren,all,2021,10,2021-10-15 12:00:00,2.0,snow_depth,0.045716997137446924,0.18186718274859004,0.09603503180621667,0.08390497694221229,0.033266241121918325,0.1169449148342427
mwarren,all,2021,10,2021-10-15 12:00:00,2.0,sea_ice_thickness,-0.4867203182978983,1.7739306544419549,0.7259809750137984,0.7660866272623126,0.34530138855320697,1.3834212644696664
mwarren,all,2021,10,2021-10-15 12:00:00,3.0,snow_depth,0.07128518752894308,0.16536096309917525,0.09111063631779848,0.08827451833685807,0.014805871736758881,0.059609594851401854
mwarren,all,2021,10,2021-10-15 12:00:00,3.0,sea_ice_thickness,-0.29429933972801336,1.3930161699183827,0.7902117983609234,0.838269046011078,0.3499493455783949,1.4703657031917596
mwarren,all,2021,10,2021-10-15 12:00:00,4.0,snow_depth,0.07097898943828795,0.16773937284176554,0.09632740917969941,0.09339225579295629,0.012296240838296729,0.056083998602316
mwarren,all,2021,10,2021-10-15 12:00:00,4.0,sea_ice_thickness,-0.3818245037439283,2.018318346437866,0.8205971399129542,0.8375883224161385,0.33078365835524537,1.4845512994033379
mwarren,all,2021,10,2021-10-15 12:00:00,5.0,snow_depth,0.01153757675985645,0.05620408274066335,0.03136796272985284,0.03044096569742822,0.007888720196572241,0.0328266506249886
mwarren,all,2021,10,2021-10-15 12:00:00,5.0,sea_ice_thickness,-0.48827065415777327,1.4027673523121416,0.49955557836230746,0.46994832983808976,0.35115453068584757,1.450273495412217
mwarren,all,2021,10,2021-10-15 12:00:00,6.0,snow_depth,0.0006508038682591117,0.016196338004624167,0.007319731095950204,0.005664566219708141,0.005437230311173226,0.01536048094688151
mwarren,all,2021,10,2021-10-15 12:00:00,6.0,sea_ice_thickness,-0.49955665446615205,0.9649038619912567,-0.016936267305949288,-0.09340201101331458,0.375125534130047,1.3148970750642859
mwarren,all,2021,10,2021-10-15 12:00:00,7.0,snow_depth,0.03348701178437352,0.034810028053374374,0.03414851991887395,0.03414851991887395,0.0006615081345004263,0.0012700956182408116
mwarren,all,2021,10,2021-10-15 12:00:00,7.0,sea_ice_thickness,0.6693535889745021,0.9950355044565526,0.8321945467155274,0.8321945467155274,0.16284095774102525,0.31265463886276845
mwarren,all,2021,10,2021-10-15 12:00:00,8.0,snow_depth,0.14248397608438435,0.333444808452767,0.22023786874101078,0.2147274515701414,0.045289825300343575,0.16495203057456287
mwarren,all,2021,10,2021-10-15 12:00:00,8.0,sea_ice_thickness,0.24764662234212054,3.391109549341148,1.2645140644039818,1.2066774172297572,0.4183663112181951,1.6829178752598188
mwarren,all,2021,10,2021-10-15 12:00:00,9.0,snow_depth,0.17750854623181134,0.26437140612168264,0.20179619766101753,0.1871338334256863,0.02879238985129077,0.0867178100505561
mwarren,all,2021,10,2021-10-15 12:00:00,9.0,sea_ice_thickness,0.14025311370049565,2.1029243330688843,1.303418763350354,1.3518090653362842,0.458082318685039,1.7025281338622908
mwarren,all,2021,10,2021-10-15 12:00:00,10.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,10.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,11.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,11.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,12.0,snow_depth,0.08562614894556002,0.28879522743110875,0.18941931161269135,0.1930498963726683,0.06244817522201794,0.1972000516043976
mwarren,all,2021,10,2021-10-15 12:00:00,12.0,sea_ice_thickness,-0.46069895858312293,2.35034898895527,0.7792022713924989,0.769912577456827,0.4236398899702194,1.910539987468731
mwarren,all,2021,10,2021-10-15 12:00:00,13.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,13.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,14.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,14.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,15.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,15.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,16.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,16.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,17.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,17.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,18.0,snow_depth,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,18.0,sea_ice_thickness,,,,,,
mwarren,all,2021,10,2021-10-15 12:00:00,100.0,snow_depth,0.0006508038682591117,0.333444808452767,0.14536174864595466,0.14699680333886989,0.06379106957461143,0.242190724712732
mwarren,all,2021,10,2021-10-15 12:00:00,100.0,sea_ice_thickness,-0.49955665446615205,3.391109549341148,0.9467890764598628,0.9517811877773926,0.39182930533041904,1.6665872977829068
mwarren,fyi,2021,10,2021-10-15 12:00:00,0.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,0.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,1.0,snow_depth,0.029082733319821585,0.13369780819657073,0.07027728870965634,0.08165756241780286,0.02260737362962546,0.0626383637112681
mwarren,fyi,2021,10,2021-10-15 12:00:00,1.0,sea_ice_thickness,-0.46701339973310496,2.0766638840364826,0.6879031992189527,0.7402415017947419,0.3274151153709289,1.237426457975601
mwarren,fyi,2021,10,2021-10-15 12:00:00,2.0,snow_depth,0.045716997137446924,0.08390497694221229,0.06760585359103324,0.06720752425896373,0.010410248148991056,0.036252226521299044
mwarren,fyi,2021,10,2021-10-15 12:00:00,2.0,sea_ice_thickness,-0.4867203182978983,1.5937408570061677,0.711059050258286,0.7214793634168245,0.35810264412406084,1.5887753495745598
mwarren,fyi,2021,10,2021-10-15 12:00:00,3.0,snow_depth,0.07128518752894308,0.09331198372913718,0.08614110357371126,0.08768139219300508,0.005078143799676112,0.019355685075829188
mwarren,fyi,2021,10,2021-10-15 12:00:00,3.0,sea_ice_thickness,-0.29429933972801336,1.3930161699183827,0.7847802138775385,0.8310005053615821,0.35630238072760084,1.5259604663462982
mwarren,fyi,2021,10,2021-10-15 12:00:00,4.0,snow_depth,0.07097898943828795,0.09889799973424829,0.09271418445390944,0.09327310795970334,0.0032266476905613486,0.012694797227413804
mwarren,fyi,2021,10,2021-10-15 12:00:00,4.0,sea_ice_thickness,-0.3818245037439283,2.018318346437866,0.8159891821344466,0.8374624622303486,0.3399163765468502,1.5483067028916828
mwarren,fyi,2021,10,2021-10-15 12:00:00,5.0,snow_depth,0.01153757675985645,0.05620408274066335,0.031360013996237786,0.030350044194667827,0.007978267961380039,0.03292768901174886
mwarren,fyi,2021,10,2021-10-15 12:00:00,5.0,sea_ice_thickness,-0.48827065415777327,1.4027673523121416,0.4956526738812442,0.46994832983808976,0.34723651412724615,1.465107004129117
mwarren,fyi,2021,10,2021-10-15 12:00:00,6.0,snow_depth,0.0016136799712160865,0.016196338004624167,0.00901349064949292,0.008139100476459847,0.004996470639843506,0.014171521706962634
mwarren,fyi,2021,10,2021-10-15 12:00:00,6.0,sea_ice_thickness,-0.49955665446615205,0.9649038619912567,-0.053944595042418254,-0.18205683831715902,0.3908955972393985,1.3334308185131456
mwarren,fyi,2021,10,2021-10-15 12:00:00,7.0,snow_depth,0.03348701178437352,0.034810028053374374,0.03414851991887395,0.03414851991887395,0.0006615081345004263,0.0012700956182408116
mwarren,fyi,2021,10,2021-10-15 12:00:00,7.0,sea_ice_thickness,0.6693535889745021,0.9950355044565526,0.8321945467155274,0.8321945467155274,0.16284095774102525,0.31265463886276845
mwarren,fyi,2021,10,2021-10-15 12:00:00,8.0,snow_depth,0.14248397608438435,0.21621813277638732,0.1772668324749348,0.17748300283988727,0.014436087875488396,0.053674163182396345
mwarren,fyi,2021,10,2021-10-15 12:00:00,8.0,sea_ice_thickness,0.24764662234212054,3.391109549341148,1.3780896272638847,1.2578477088178797,0.5557244728712146,2.430384277742581
mwarren,fyi,2021,10,2021-10-15 12:00:00,9.0,snow_depth,0.17750854623181134,0.18057484927664066,0.17884102627864853,0.17883488621384336,0.0010702718600137254,0.0029819699326563975
mwarren,fyi,2021,10,2021-10-15 12:00:00,9.0,sea_ice_thickness,0.14025311370049565,1.48162462359862,1.0363950313664445,1.1472481017388454,0.40995949274063737,1.2373274602816897
mwarren,fyi,2021,10,2021-10-15 12:00:00,10.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,10.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,11.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,11.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,12.0,snow_depth,0.08562614894556002,0.14667634528025086,0.10416654743802464,0.099954988081155,0.01569530726410423,0.052226653764737604
mwarren,fyi,2021,10,2021-10-15 12:00:00,12.0,sea_ice_thickness,-0.2921651154095741,1.2618302040291516,0.5541731235083316,0.5846435294156985,0.33390514259273135,1.2768861004048109
mwarren,fyi,2021,10,2021-10-15 12:00:00,13.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,13.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,14.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,14.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,15.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,15.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,16.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,16.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,17.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,17.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,18.0,snow_depth,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,18.0,sea_ice_thickness,,,,,,
mwarren,fyi,2021,10,2021-10-15 12:00:00,100.0,snow_depth,0.0016136799712160865,0.21621813277638732,0.08241287687099103,0.08768139219300508,0.03439128046658044,0.15930863138916562
mwarren,fyi,2021,10,2021-10-15 12:00:00,100.0,sea_ice_thickness,-0.49955665446615205,3.391109549341148,0.7531382834653791,0.7740288178855218,0.4115972709801881,1.8324954474459978
mwarren,myi,2021,10,2021-10-15 12:00:00,0.0,snow_depth,,,,,,
mwarren,myi,2021,10,2021-10-15 12:00:00,0.0,sea_ice_thickness,,,,,,
mwarren,myi,2021,10,2021-10-15 12:00:00,1.0,snow_depth,0.15696824075374138,0.2885125504196955,0.21944130288461228,0.21816797245217526,0.02920656346247529,0.10708999987373766
mwarren,myi,2021,10,2021-10-15 12:00:00,1.0,sea_ice_thickness,0.03358758257718364,2.1193858465248447,1.3454286337916013,1.3624692175178863,0.2797345213158272,1.222540833131454
mwarren,myi,2021,10,2021-10-15 12:00:00,2.0,snow_depth,0.09613066604006804,0.18186718274859004,0.1494629140843609,0.15628413533724672,0.02127537592869227,0.07133122207618824
mwarren,myi,2021,10,2021-10-15 12:00:00,2.0,sea_ice_thickness,-0.23314956713761603,1.2744299085311144,0.5916877147744001,0.6213440670498535,0.35877048930624117,1.2698770181804069
mwarren,myi,2021,10,2021-10-15 12:00:00,3.0,snow_depth,0.16432859215439066,0.16536096309917525,0.16484477762678296,0.16484477762678296,0.0005161854723922943,0.0009910761069932272
