variable,product,ice_type,year,month,year-month,region,min,max,mean,median,std,dyn_range
snow_depth,NaRRS,all,2021,11,2021-11-15,6.0,0.008000000000000007,0.16699999999999982,0.0846813028219731,0.08400000000000066,0.022597798334616063,0.0944107777777804
snow_depth,NaRRS,all,2021,11,2021-11-15,7.0,0.006000000000000227,0.2356666666666669,0.09195964298598226,0.09012500000000001,0.030981050402495526,0.1114500000000001
snow_depth,NaRRS,all,2021,11,2021-11-15,8.0,0.04600000000000004,0.2416666666666667,0.15035980933085266,0.152,0.04216491115798859,0.14670200000000028
snow_depth,NaRRS,all,2021,11,2021-11-15,9.0,0.01750000000000007,0.1980000000000004,0.07748374541426031,0.07237500000000097,0.03088041099184552,0.12831714285714285
snow_depth,NaRRS,fyi,2021,11,2021-11-15,9.0,0.01750000000000007,0.1980000000000004,0.07702558278004956,0.07212500000000054,0.030608767765161148,0.12845619047619053
snow_depth,NaRRS,all,2021,11,2021-11-15,11.0,,,,,,
snow_depth,NaRRS,all,2021,11,2021-11-15,12.0,0.01099999999999568,0.3396818181818172,0.16739464628008677,0.1628624999999984,0.07404703159964121,0.2558992857142869
snow_depth,NaRRS,all,2021,11,2021-11-15,13.0,0.057999999999992724,0.07200000000000273,0.06499999999999773,0.06499999999999773,0.007000000000005002,0.013440000000009611
snow_depth,NaRRS,all,2021,11,2021-11-15,14.0,,,,,,
snow_depth,NaRRS,all,2021,11,2021-11-15,15.0,,,,,,
snow_depth,NaRRS,all,2021,11,2021-11-15,10.0,,,,,,
snow_depth,NaRRS,all,2021,11,2021-11-15,16.0,,,,,,
snow_depth,NaRRS,fyi,2021,11,2021-11-15,6.0,0.008000000000000007,0.16699999999999982,0.0846813028219731,0.08400000000000066,0.022597798334616063,0.0944107777777804
snow_depth,NaRRS,fyi,2021,11,2021-11-15,5.0,0.01200000000000001,0.1844999999999998,0.08367962714540816,0.08143181818181808,0.023682424980134453,0.11151250000000201
snow_depth,NaRRS,fyi,2021,11,2021-11-15,4.0,0.02650000000000574,0.14993749999999828,0.08300479583269722,0.08209999999999884,0.021433704249956827,0.09481999999998841
snow_depth,NaRRS,fyi,2021,11,2021-11-15,3.0,0.009000000000000341,0.28000000000000114,0.09511190559269324,0.09328571428571511,0.02442974607898028,0.09895799999999164
snow_depth,NaRRS,fyi,2021,11,2021-11-15,2.0,0.020666666666661133,0.18114285714285216,0.10387482606380043,0.10387500000000038,0.029651915926026447,0.11531818181818468
snow_depth,NaRRS,fyi,2021,11,2021-11-15,7.0,0.006000000000000227,0.2356666666666669,0.09195964298598226,0.09012500000000001,0.030981050402495526,0.1114500000000001
snow_depth,NaRRS,fyi,2021,11,2021-11-15,0.0,,,,,,
snow_depth,NaRRS,all,2021,11,2021-11-15,100.0,0.006000000000000227,0.3560000000000002,0.13108504782895003,0.10831136363636396,0.06627899169007112,0.2627057450980411
snow_depth,NaRRS,all,2021,11,2021-11-15,18.0,,,,,,
snow_depth,NaRRS,all,2021,11,2021-11-15,17.0,,,,,,
snow_depth,NaRRS,fyi,2021,11,2021-11-15,1.0,0.023249999999990223,0.23300000000000054,0.10086373467636807,0.09630952380952532,0.02599457719841326,0.10263099999999045
snow_depth,bremen,all,2021,12,2021-12-15,9.0,0.07180507012680837,0.20575326247037135,0.13583753909194235,0.1371573173243215,0.016540746696677096,0.07419958650965827
snow_depth,bremen,all,2021,12,2021-12-15,10.0,,,,,,
snow_depth,bremen,all,2021,12,2021-12-15,11.0,0.05910651435357829,0.16639975157364573,0.11835118901599576,0.12464296157209145,0.021800573580736796,0.0826748384476033
snow_depth,bremen,all,2021,12,2021-12-15,12.0,0.10310609635222245,0.3494751390953914,0.15778350864744667,0.1572020359122955,0.02409148310715267,0.08592021859208342
snow_depth,bremen,all,2021,12,2021-12-15,13.0,0.05512019666655783,0.22223818735535497,0.14474609768113922,0.13353921960399595,0.04261822497246507,0.14818098825802245
snow_depth,bremen,all,2021,12,2021-12-15,14.0,0.05488456054363135,0.19168073804230257,0.1141972685741088,0.11621589500979804,0.027149440692565353,0.10781018423630104
snow_depth,bremen,all,2021,12,2021-12-15,16.0,,,,,,
snow_depth,bremen,all,2021,12,2021-12-15,17.0,,,,,,
snow_depth,bremen,all,2021,12,2021-12-15,18.0,,,,,,
snow_depth,bremen,all,2021,12,2021-12-15,100.0,0.021084658203539348,0.3631345902910829,0.1612425483728659,0.16232328693795595,0.027854421040117424,0.12216992045712963
snow_depth,bremen,fyi,2021,12,2021-12-15,0.0,,,,,,
snow_depth,bremen,all,2021,12,2021-12-15,8.0,0.030258367462366334,0.2567894200807352,0.14271806844777002,0.1525350648891864,0.033579080695460076,0.1300297948218174
snow_depth,bremen,all,2021,12,2021-12-15,15.0,,,,,,
snow_depth,bremen,all,2021,12,2021-12-15,7.0,0.021084658203539348,0.1837157512260493,0.12302507390963473,0.125127869924013,0.02237387229976044,0.08835674679449496
snow_depth,NaRRS,myi,2021,12,2021-12-15,18.0,,,,,,
snow_depth,bremen,all,2021,12,2021-12-15,5.0,0.09859515093937865,0.186633156843713,0.14989046010094628,0.14991604754663856,0.013191170160753133,0.055032459895497404
snow_depth,bremen,all,2021,12,2021-12-15,4.0,0.13869423930527833,0.20559488230807327,0.1703233303496107,0.16780521691423297,0.010209822454215199,0.042844225066706515
snow_depth,bremen,all,2021,12,2021-12-15,3.0,0.14329049051750298,0.23140657760746022,0.17425161253734753,0.17539298514520021,0.014953291408165916,0.05623057267894005
snow_depth,bremen,all,2021,12,2021-12-15,2.0,0.05524276486145975,0.3631345902910829,0.1778708222258437,0.17871730841362823,0.02571153812348611,0.09055217199064053
snow_depth,bremen,all,2021,12,2021-12-15,1.0,0.06930790876511991,0.26850788527755054,0.17869825854908128,0.1715320904850029,0.02340822576685868,0.08734588032209223
snow_depth,bremen,all,2021,12,2021-12-15,0.0,,,,,,
